distId,distX,distY
0106162799,116.0003398363153,39.601524576024765
0106741325,116.00274682929097,39.599982490394375
0106190593,116.0050871323947,39.60262918663662
0106003828,116.00631356513853,39.59653148423722
0106029871,116.00059322109884,39.6139211288464
0106133660,115.99555036579488,39.61527628466502
0106006181,116.00189209180795,39.617625857174254
0106608625,116.00543178599209,39.62272966075015
0106133660,115.99555036579488,39.61527628466502
0106029871,116.00059322109884,39.6139211288464
0106606148,116.00469747054159,39.624271760996265
0106606148,116.00469747054159,39.624271760996265
8650004459,116.00175423234498,39.63069518391475
8650005645,115.9977887630339,39.63047919304124
0106787118,115.99504976078083,39.63213933839536
0106095278,115.99427291583656,39.63011161354091
0106007631,115.99125892665475,39.630153710738576
0106141667,115.98961123541027,39.627818403941745
0106180456,115.99914689278893,39.65109729747695
8610115020,115.99607253010745,39.65930157247122
0106512294,115.99599427746293,39.659384353453234
0106007047,115.99385232607227,39.661135285849845
0106180456,115.99914689278893,39.65109729747695
0106011490,115.99103432520332,39.655718989962885
0106214924,116.00031705023942,39.676961351798006
0100131517,115.99537992412097,39.68949953173675
0106222094,116.00268402076223,39.7005581560255
0106213364,116.00023691363225,39.702363025286175
0106718454,116.00225676399197,39.7021740980324
8630585933,116.00605850658816,39.70026833250728
0106089507,115.99340202036747,39.69521751916002
0226611223,116.00465510152222,39.7034155358366
0226611588,116.0010299318789,39.70497079161038
0106707543,115.991871678295,39.69306267172244
0226611588,116.0010299318789,39.70497079161038
0106213364,116.00023691363225,39.702363025286175
0106718454,116.00225676399197,39.7021740980324
0226611223,116.00465510152222,39.7034155358366
0106222094,116.00268402076223,39.7005581560255
8630585933,116.00605850658816,39.70026833250728
0106721833,116.00980145399254,39.709667002701686
0106090252,115.99835854331515,39.76707819660871
8630333926,115.99868425657986,39.78815113907419
0106507152,115.99678224174592,40.13614107451652
0106507152,115.99678224174592,40.13614107451652
0106190593,116.0050871323947,39.60262918663662
0106741325,116.00274682929097,39.599982490394375
0106003828,116.00631356513853,39.59653148423722
0106162799,116.0003398363153,39.601524576024765
0106622939,116.01184965876469,39.60653553805918
0106006181,116.00189209180795,39.617625857174254
8630637300,116.00737873517751,39.625197077346456
0106606148,116.00469747054159,39.624271760996265
0106608625,116.00543178599209,39.62272966075015
0106006181,116.00189209180795,39.617625857174254
8650004459,116.00175423234498,39.63069518391475
8650005645,115.9977887630339,39.63047919304124
0106029871,116.00059322109884,39.6139211288464
0106095278,115.99427291583656,39.63011161354091
0106787118,115.99504976078083,39.63213933839536
8650004459,116.00175423234498,39.63069518391475
0106689363,116.01193194995476,39.671279541781956
0106185787,116.00702990796735,39.67669461986218
8630791287,116.00898086851788,39.687191210178035
8630585933,116.00605850658816,39.70026833250728
0226611223,116.00465510152222,39.7034155358366
0106718454,116.00225676399197,39.7021740980324
8630585933,116.00605850658816,39.70026833250728
0106222094,116.00268402076223,39.7005581560255
0106721833,116.00980145399254,39.709667002701686
0226611588,116.0010299318789,39.70497079161038
