106162799,116.0003087,39.60155849
106741325,116.0027298,39.59998544
106190593,116.0050992,39.60249319
106003828,116.0062775,39.59661439
106162799,116.0003087,39.60155849
106190593,116.0050992,39.60249319
106741325,116.0027298,39.59998544
106029871,116.0005932,39.61392113
106133660,115.9955183,39.61525518
106029871,116.0005932,39.61392113
106133660,115.9955183,39.61525518
106006181,116.0019613,39.61747203
106608625,116.0052883,39.62275923
106133660,115.9955183,39.61525518
106029871,116.0005932,39.61392113
106606148,116.0046583,39.62427564
106123967,115.9901462,39.62107655
8630637300,116.0073045,39.62514784
106606148,116.0046583,39.62427564
8650004459,116.0017502,39.6308422
8650005645,115.9978921,39.63060753
106787118,115.9950718,39.63219442
106095278,115.9943171,39.63019876
106007631,115.9913332,39.63019994
106141667,115.9896514,39.62781452
8630637300,116.0073045,39.62514784
106606148,116.0046583,39.62427564
106180456,115.9991951,39.65110044
8610115020,115.9960765,39.65933859
106512294,115.9959461,39.6593382
106007047,115.9938644,39.66107931
106180456,115.9991951,39.65110044
106011490,115.9907885,39.65556024
106214924,116.0003171,39.67696135
100131517,115.9953799,39.68949953
106565831,115.9978695,39.69941947
106222094,116.0027492,39.70057536
106213364,116.0001567,39.7024558
106718454,116.0021474,39.70221277
106089507,115.9934913,39.69543982
8630585933,116.0060746,39.70024738
226611223,116.0046571,39.70337854
226611588,116.0009236,39.70495647
106707543,115.9918877,39.69309072
100131517,115.9953799,39.68949953
226611588,116.0009236,39.70495647
106213364,116.0001567,39.7024558
106718454,116.0021474,39.70221277
226611223,116.0046571,39.70337854
106222094,116.0027492,39.70057536
106565831,115.9978695,39.69941947
8630585933,116.0060746,39.70024738
106090252,115.9984318,39.76704241
8630333926,115.9986843,39.78815114
106507152,115.9967752,40.13614105
106507152,115.9967752,40.13614105
106190593,116.0050992,39.60249319
106741325,116.0027298,39.59998544
106003828,116.0062775,39.59661439
106162799,116.0003087,39.60155849
106622939,116.0118707,39.60659061
106006181,116.0019613,39.61747203
8630637300,116.0073045,39.62514784
106606148,116.0046583,39.62427564
106608625,116.0052883,39.62275923
106006181,116.0019613,39.61747203
8650004459,116.0017502,39.6308422
106029871,116.0005932,39.61392113
8650005645,115.9978921,39.63060753
8650004459,116.0017502,39.6308422
106185787,116.0069266,39.6766773
8630791287,116.0088635,39.68719185
8630585933,116.0060746,39.70024738
226611223,116.0046571,39.70337854
8630585933,116.0060746,39.70024738
106718454,116.0021474,39.70221277
106222094,116.0027492,39.70057536
106721833,116.0097653,39.7097159
226611588,116.0009236,39.70495647
8630336125,116.0128294,39.70668873
106213364,116.0001567,39.7024558
106721833,116.0097653,39.7097159
106133739,116.0110813,39.71366842
106606629,116.0129517,39.71416113
100020307,116.0134764,39.71323058
8630870227,116.0140634,39.71346538
106000147,116.0090369,39.7178448
106787401,116.0092185,39.71791536
106000147,116.0090369,39.7178448
106787401,116.0092185,39.71791536
106659372,116.0096719,39.72497565
8630463939,116.0075317,39.72558525
106133739,116.0110813,39.71366842
106606629,116.0129517,39.71416113
100020307,116.0134764,39.71323058
8630870227,116.0140634,39.71346538
8630273275,116.0193209,39.71998793
106721833,116.0097653,39.7097159
8630463939,116.0075317,39.72558525
106659372,116.0096719,39.72497565
106787401,116.0092185,39.71791536
106000147,116.0090369,39.7178448
106188438,116.0093685,39.76246902
106593221,116.0088111,39.79016694
106197681,116.0077968,40.00763304
106640132,116.0152036,39.59545506
106807216,116.0173118,39.59627755
106716438,116.0200934,39.5988604
106797587,116.0180623,39.59567864
106003828,116.0062775,39.59661439
106190593,116.0050992,39.60249319
106622939,116.0118707,39.60659061
106622939,116.0118707,39.60659061
106501216,116.0130808,39.67086893
106185787,116.0069266,39.6766773
106022048,116.0153314,39.68684829
8630791287,116.0088635,39.68719185
8630137547,116.0223202,39.68332744
106599924,116.0225671,39.68378623
106681911,116.0227637,39.68366879
106501216,116.0130808,39.67086893
106214924,116.0003171,39.67696135
106022048,116.0153314,39.68684829
8630791287,116.0088635,39.68719185
106599924,116.0225671,39.68378623
8630137547,116.0223202,39.68332744
106681911,116.0227637,39.68366879
8630336125,116.0128294,39.70668873
106721833,116.0097653,39.7097159
226611223,116.0046571,39.70337854
8630585933,116.0060746,39.70024738
106718454,116.0021474,39.70221277
106222094,116.0027492,39.70057536
100020307,116.0134764,39.71323058
8630870227,116.0140634,39.71346538
106133739,116.0110813,39.71366842
106213364,116.0001567,39.7024558
100020307,116.0134764,39.71323058
8630870227,116.0140634,39.71346538
106606629,116.0129517,39.71416113
106133739,116.0110813,39.71366842
106721833,116.0097653,39.7097159
8630336125,116.0128294,39.70668873
106787401,116.0092185,39.71791536
106787401,116.0092185,39.71791536
106000147,116.0090369,39.7178448
8630273275,116.0193209,39.71998793
106659372,116.0096719,39.72497565
106606629,116.0129517,39.71416113
106133739,116.0110813,39.71366842
8630870227,116.0140634,39.71346538
100020307,116.0134764,39.71323058
8630463939,116.0075317,39.72558525
106567678,116.0261115,39.72326215
106659372,116.0096719,39.72497565
8630463939,116.0075317,39.72558525
8630273275,116.0193209,39.71998793
106834549,116.0264551,39.72669858
106787401,116.0092185,39.71791536
106000147,116.0090369,39.7178448
106567678,116.0261115,39.72326215
106096896,116.025278,39.73227389
106182420,116.0162778,39.74525296
106575742,116.0163237,39.75117576
100102241,116.0155835,39.7610796
106188438,116.0093685,39.76246902
106575742,116.0163237,39.75117576
106536781,116.0139127,39.77622408
106656149,116.0138917,39.77696209
106732949,116.0163398,39.77552829
106593221,116.0088111,39.79016694
106252494,116.0149382,39.81621648
106790819,116.0109922,39.81939783
106501214,116.0248308,39.81467354
8630364246,116.0148814,39.89922603
106197681,116.0077968,40.00763304
106716438,116.0200934,39.5988604
106602205,116.0225786,39.59854462
226545997,116.0236813,39.59997616
8630103168,116.0230509,39.59722869
106246174,116.0245562,39.60001471
8630334079,116.0234262,39.59734181
106807216,116.0173118,39.59627755
106797587,116.0180623,39.59567864
8610013023,116.0252485,39.60112196
8630089551,116.024877,39.63888897
106264133,116.0217452,39.65020803
8630137547,116.0223202,39.68332744
106681911,116.0227637,39.68366879
106599924,116.0225671,39.68378623
106022048,116.0153314,39.68684829
8716000347,116.0286849,39.67670467
106501216,116.0130808,39.67086893
106022048,116.0153314,39.68684829
106599924,116.0225671,39.68378623
106681911,116.0227637,39.68366879
8630137547,116.0223202,39.68332744
106041449,116.0236682,39.7041235
8610118492,116.0238029,39.70582714
8630336125,116.0128294,39.70668873
100048912,116.0269534,39.70826955
100020307,116.0134764,39.71323058
8630870227,116.0140634,39.71346538
8630585933,116.0060746,39.70024738
106606629,116.0129517,39.71416113
8630870227,116.0140634,39.71346538
8630273275,116.0193209,39.71998793
